1362165094,3.4372,-76.522499
1362165120,51.383301,-0.1
1362165148,18.975,72.825798
1362165186,44.416698,8.95
1362165359,9.9333,-84.083298
1362165430,43.153099,22.5861
1362165451,10.0162,-84.211601
1362165625,51.633301,-3.9667
1362165634,40.4086,-3.6922
1362165655,37.983299,23.733299
1362165662,50.883301,4.4667
1362165677,44.483299,11.3333
1362165844,52.959301,5.9189
1362165989,38.5816,-121.4944
1362166054,9.9333,-84.083298
1362166055,43.716702,11.2833
1362166057,30.408701,-86.756897
1362166078,50.083302,14.4667
1362166142,38.5816,-121.4944
1362166223,47.8167,11.1333
1362166245,39.407902,-74.366501
1362166323,39.941101,-78.567802
1362166348,39.941101,-78.567802
1362166355,42.279301,-71.416199
1362166367,51.3857,5.7122
1362166475,38.5816,-121.4944
1362166519,33.9216,-118.2453
1362166550,36.833302,-2.45
1362166591,44.4333,26.1
1362166783,53.516701,8.1333
1362166811,40.1325,-75.332397
1362166852,42.983299,-81.25
1362166866,51.514198,-0.0931
1362166868,14.5402,121.360199
1362167024,43.133301,-80.266701
1362167065,52.994701,6.5632
1362167074,12.9833,77.583298
1362167075,29.5672,-95.092499
1362167234,36.429001,-77.724701
1362167360,47.284302,-122.389099
1362167415,30.049999,31.25
1362167415,-6.1744,106.829399
1362167419,48.200001,16.366699
1362167523,35.041698,33.924999
1362167574,33.751598,-84.391502
1362167615,33.9412,-84.213501
1362167731,9.0,-79.516701
1362167767,-41.140301,-71.301399
1362167799,41.149601,-8.611
1362167809,-24.950001,-53.466702
1362167811,33.939999,-118.132599
1362167860,14.6211,-90.526901
1362167877,43.599998,-79.650002
1362168002,-0.2167,-78.5
1362168029,-0.2167,-78.5
1362168041,33.776199,-96.606697
1362168076,50.274899,20.896299
1362168082,36.165901,-86.784401
1362168140,45.5,-73.583298
1362168170,34.0522,-118.243698
1362168397,4.6492,-74.062798
1362168610,53.549999,-113.5
1362168643,-9.4,-40.5
1362147097,27.7167,85.316704
1362147134,37.988701,-84.477699
1362147216,39.070499,-84.280296
1362147235,-22.9,-43.233299
1362147312,40.712799,-73.296204
1362147314,33.5256,-117.619102
1362147316,34.000702,-81.034798
1362147325,40.440601,-79.995903
1362147336,53.549999,-2.1167
1362147360,25.0392,121.525002
1362147375,42.429001,-82.977203
1362147404,35.571098,-5.3724
1362147427,44.811298,-91.498497
1362147485,57.716702,11.9667
1362147501,43.028599,-89.518097
1362147514,59.916698,10.75
1362147567,41.0186,28.964701
1362147581,50.883301,4.4667
1362147668,39.631401,-106.522202
1362147745,35.733299,139.649994
1362147787,18.975,72.825798
1362147793,19.4342,-99.138603
1362147831,14.5667,121.033302
1362147838,37.094101,-86.428596
1362147865,-26.2167,-51.083302
1362147868,22.2833,114.150002
1362147874,39.755501,-105.2211
1362147892,34.366699,-118.477501
1362147914,37.983299,23.733299
1362147924,40.776901,-73.9813
1362147925,38.804798,-77.046898
1362147933,35.161301,-101.878998
1362147948,41.696602,-87.663696
1362147964,38.412701,27.138399
1362147982,39.793598,-77.598
1362148041,-26.1619,27.894501
1362148074,11.55,104.916702
1362148129,48.4333,-71.066704
1362148137,35.733299,139.649994
1362148151,41.3606,-84.370102
1362148165,30.734301,76.793297
1362148170,41.754002,-87.837196
1362148199,-29.857901,31.0292
1362148199,40.351398,-75.930603
1362148210,-12.05,-77.050003
1362148219,-23.1833,-45.883301
1362148226,39.729401,-104.831902
1362148266,43.866699,-79.266701
1362148275,44.745399,-73.462799
1362148344,12.9833,77.583298
1362148369,33.994999,-118.391701
1362148379,44.805401,-93.624802
1362148384,44.942902,-123.035103
1362148388,43.235199,-78.2071
1362148425,27.6667,85.333298
1362148428,38.440899,-78.874199
1362148474,10.8142,106.643799
1362148522,33.944302,-84.212402
1362148530,59.366699,13.5
1362148540,40.825901,-74.107903
1362148602,43.466702,-80.533302
1362148609,45.474098,-122.3787
1362148613,31.090599,-88.265602
1362148643,48.6861,-122.4104
1362148681,1.2931,103.855797
1362148730,41.683399,-86.25
1362148732,1.2931,103.855797
1362148738,40.739101,-73.982597
1362148782,39.900398,-104.942802
1362148827,34.766701,32.416698
1362148849,19.4342,-99.138603
1362148863,43.126701,-77.731598
1362148913,32.759602,-116.994003
1362148959,3.0333,101.449997
1362148976,30.1766,-95.510101
1362148995,37.598499,126.978302
1362149036,47.332401,-123.064903
1362149041,27.310101,-82.5214
1362149044,52.633301,1.3
1362149067,38.8951,-77.0364
1362149100,28.6667,77.216698
1362149166,42.271099,-89.094002
1362149182,33.323299,-111.824402
1362149187,38.816002,-76.749702
1362149300,21.15,79.099998
1362149315,34.2542,-110.0298
1362149345,51.514198,-0.0931
1362149358,42.849998,-2.6667
1362149434,44.119999,-94.233902
1362149443,38.6273,-90.197899
1362149501,42.587898,-71.3498
1362149514,-36.866699,174.766693
1362149529,52.383301,9.9667
1362149597,40.900002,14.5
1362149644,9.8533,-83.902298
1362149648,30.4,-97.7528
1362149686,44.492901,-73.225304
1362149719,52.083302,1.1667
1362149734,39.768398,-86.157997
1362149749,34.075401,-84.294098
1362149803,55.866699,-4.3667
1362149811,39.043701,-77.487503
1362149860,41.0075,-74.048302
1362149913,15.4731,-91.349701
1362149921,45.033298,-79.300003
1362149935,41.487499,-81.672401
1362150010,37.791401,20.8953
1362150023,39.489899,-74.477303
1362150060,10.0024,-84.116501
1362150080,-29.6833,-51.133301
1362150095,53.366699,-1.5
1362150096,43.549999,-80.25
1362150095,40.3456,-80.134201
1362150102,34.674999,33.033298
1362150153,39.045601,-77.3853
1362150214,33.6562,-84.847603
1362150256,39.290401,-76.612198
1362150285,40.205601,-8.4196
1362150314,31.045601,121.399696
1362150339,11.2408,-74.198997
1362150360,12.9833,77.583298
1362150372,45.266701,-66.066704
1362150374,40.080399,-74.458099
1362150384,45.5,-73.583298
1362150388,-26.2052,28.049801
1362150403,36.368999,-93.748299
1362150405,18.975,72.825798
1362150407,39.489899,-74.477303
1362150408,38.763199,-121.279503
1362150421,39.389198,-76.491997
1362150432,16.7833,96.166702
1362150445,14.6042,120.982201
1362150470,18.975,72.825798
1362150569,49.060001,-122.459999
1362150569,41.724998,44.790798
1362150592,-26.1619,27.894501
1362150613,28.6667,77.216698
1362150678,38.631901,-122.897102
1362139889,50.833302,4.3333
1362139911,44.8186,20.4681
1362139925,26.9167,75.816704
1362139938,-31.5375,-68.5364
1362140014,32.540401,-82.903801
1362140077,-27.471001,153.024307
1362140086,52.983299,-0.0167
1362140091,40.129101,-89.364098
1362140101,59.916698,10.75
1362140113,38.756599,-9.2545
1362140130,27.7167,85.316704
1362140131,25.0392,121.525002
1362140143,50.950001,4.55
1362140177,14.6211,121.070297
1362140206,38.756599,-9.2545
1362140223,54.360802,18.6583
1362140233,41.6045,-87.995598
1362140276,-40.633301,175.274994
1362140311,51.833302,7.3
1362140325,46.766701,23.6
1362140327,53.549999,10.0
1362140334,53.549999,-2.1167
1362140336,33.176899,-96.698502
1362140363,33.871899,35.509701
1362140404,22.7167,75.833298
1362140440,3.4372,-76.522499
1362140468,43.666698,-79.416702
1362140477,43.75,-79.199997
1362140485,41.4314,-71.763298
1362140489,-27.471001,153.024307
1362140515,44.833302,11.5833
1362140558,-6.1744,106.829399
1362140559,37.419201,-122.057404
1362140583,-34.858101,-56.170799
1362140583,-25.9636,28.1378
1362140606,39.729401,-104.831902
1362140613,45.966099,12.7675
1362140618,40.5373,-79.879997
1362140618,14.8167,120.866699
1362140639,51.1833,7.0833
1362140664,40.169701,-82.922997
1362140695,45.966099,12.7675
1362140718,41.8937,-87.790199
1362140787,-37.8139,144.963394
1362140793,40.497799,-79.832298
1362140800,18.975,72.825798
1362140811,35.772099,-78.638603
1362140843,18.420799,-66.0616
1362140926,59.333302,18.049999
1362140969,35.166698,33.366699
1362140976,45.5,-73.583298
1362140994,38.6273,-90.197899
1362141006,42.6334,-71.3162
1362141042,29.7633,-95.363297
1362141046,40.504501,-74.347
1362141108,49.266701,-122.783302
1362141108,43.612099,-116.391502
1362141120,42.5466,-6.5962
1362141126,-37.8139,144.963394
1362141131,52.416698,-1.55
1362141157,29.7633,-95.363297
1362141183,44.5448,-73.566399
1362141217,13.754,100.501404
1362141223,49.811901,18.255301
1362141272,33.580101,-85.076599
1362141305,38.716702,-9.1333
1362141356,29.7908,-95.1091
1362141384,13.0833,80.283302
1362141386,55.752201,37.615601
1362141386,20.9667,72.900002
1362141401,58.700001,12.4667
1362141466,52.083302,1.1667
1362141477,33.925098,-118.203201
1362141527,34.584801,-85.290298
1362141529,27.3375,-82.514
1362141546,31.274401,-92.540497
1362141572,40.7449,-73.978203
1362141576,29.5142,-95.1903
1362141608,38.732201,35.485298
1362141612,41.331402,-91.551498
1362141616,45.483299,-75.650002
1362141626,38.666698,-9.2
1362141635,41.176498,-96.061302
1362141651,-34.858101,-56.170799
1362141670,-25.4167,-49.25
1362141689,-13.5183,-71.978104
